;baseMean;log2FoldChange;lfcSE;pvalue;padj;symbol;entrez
ENSG00000060688;461.386553;-0.050460812;0.105882226;0.610304643;0.808437997;SNRNP40;9410
ENSG00000254031;0.814212399;-0.020141418;0.308784032;0.610319285;NA;NA;NA
ENSG00000236017;30.76958486;-0.078712797;0.239630571;0.610374198;0.808470617;NA;NA
ENSG00000151963;0.512587327;0.013166021;0.309246142;0.610435326;NA;NA;NA
ENSG00000234279;0.512587327;0.013166021;0.309246142;0.610435326;NA;NA;NA
ENSG00000240695;4.318478475;-0.042110088;0.299442279;0.61044659;NA;NA;NA
ENSG00000258171;0.572976555;-0.018741689;0.308928648;0.610569376;NA;NA;NA
ENSG00000143933;5415.026763;0.042478004;0.090517041;0.61057071;0.808666442;CALM2;805
ENSG00000172766;287.2449993;0.057975545;0.123990891;0.610611924;0.808666442;NAA16;79612
ENSG00000101280;1.46746422;-0.024506416;0.307076322;0.610632066;NA;ANGPT4;51378
ENSG00000213500;1.384318682;-0.032914921;0.307909041;0.610635148;NA;NA;NA
ENSG00000266969;0.825951994;0.024323915;0.308261229;0.610730554;NA;NA;NA
ENSG00000227525;20.98202545;-0.076557977;0.254703571;0.610731851;0.808712557;NA;NA
ENSG00000227574;1.489547333;-0.023627316;0.308057128;0.610758578;NA;NA;NA
ENSG00000120071;1002.121047;-0.044971474;0.095395012;0.610764523;0.808712557;KANSL1;284058
ENSG00000242425;0.640405218;-0.01980435;0.308815496;0.610768111;NA;NA;NA
ENSG00000176919;7.438013134;-0.056827811;0.289781697;0.610781574;0.808712557;C8G;733
ENSG00000260036;1.311541557;-0.031651705;0.305960929;0.610805763;NA;NA;NA
ENSG00000200095;0.60930668;-0.018527683;0.308818072;0.610836057;NA;NA;NA
ENSG00000214204;0.60930668;-0.018527683;0.308818072;0.610836057;NA;NA;NA
ENSG00000270933;0.60930668;-0.018527683;0.308818072;0.610836057;NA;NA;NA
ENSG00000232259;0.51422092;0.018739486;0.308946377;0.610917074;NA;NA;NA
ENSG00000232998;0.51422092;0.018739486;0.308946377;0.610917074;NA;NA;NA
ENSG00000252672;0.51422092;0.018739486;0.308946377;0.610917074;NA;NA;NA
ENSG00000241593;1.374101273;-0.021621241;0.306302313;0.610994561;NA;NA;NA
ENSG00000159224;1.78509905;-0.027491461;0.304837279;0.611097138;NA;GIP;2695
ENSG00000174428;1076.116541;0.044578743;0.08925939;0.611109242;0.809038486;GTF2IRD2B;389524
ENSG00000234614;20.00829526;-0.0746015;0.263212989;0.611152726;0.809038486;NA;NA
ENSG00000037757;181.3445621;0.066378321;0.149658988;0.611162618;0.809038486;MRI1;84245
ENSG00000249661;2.11898228;-0.035050453;0.302926463;0.611202675;NA;NA;NA
ENSG00000127990;1859.583106;0.039034459;0.081862103;0.611261996;0.809110517;SGCE;8910
ENSG00000272509;3.054700955;0.040234424;0.300919411;0.611262304;NA;NA;NA
ENSG00000258591;1.609578288;-0.018235537;0.306324535;0.611274719;NA;NA;NA
ENSG00000137101;48.06220647;-0.079243851;0.219405992;0.611311966;0.809117139;CD72;971
ENSG00000100890;2.619446522;0.034388085;0.30285683;0.611358522;NA;PRORP;9692
ENSG00000170160;327.4480865;-0.064121434;0.140093642;0.611530296;0.809346584;CCDC144A;9720
ENSG00000163808;34.95895129;-0.078331765;0.239650058;0.611579544;0.809352233;KIF15;56992
ENSG00000227117;1.606975354;-0.025632722;0.306472385;0.611684606;NA;NA;NA
ENSG00000113643;1366.083636;-0.048509357;0.086889842;0.611739743;0.809504702;RARS1;5917
ENSG00000272520;75.3719842;0.077249892;0.191899834;0.611798003;0.809522264;NA;NA
ENSG00000267183;1.226019964;0.02505877;0.305807109;0.611866573;NA;NA;NA
ENSG00000154957;163.5093491;-0.068868506;0.159657242;0.611927455;0.80958174;ZNF18;7566
ENSG00000166908;395.5169951;-0.055559482;0.12042149;0.611932936;0.80958174;PIP4K2C;79837
ENSG00000236772;1.377485938;0.026603055;0.305437787;0.612008319;NA;NA;NA
ENSG00000267893;2.66832726;-0.04067265;0.301317232;0.612039997;NA;NA;NA
ENSG00000213186;217.9881283;-0.063332939;0.133948641;0.612042953;0.80965908;TRIM59;286827
ENSG00000233825;0.505447534;0.013091139;0.309232714;0.612067869;NA;NA;NA
ENSG00000238403;0.505447534;0.013091139;0.309232714;0.612067869;NA;NA;NA
ENSG00000249721;0.505447534;0.013091139;0.309232714;0.612067869;NA;NA;NA
ENSG00000257210;0.505447534;0.013091139;0.309232714;0.612067869;NA;NA;NA
ENSG00000257327;0.505447534;0.013091139;0.309232714;0.612067869;NA;NA;NA
ENSG00000229841;16.62964097;-0.067200827;0.274520037;0.612081386;0.80965908;NA;NA
ENSG00000135245;166.1045561;0.076591028;0.191487523;0.612154893;0.809696791;HILPDA;29923
ENSG00000235290;2.757739196;-0.038439446;0.301743374;0.612175489;NA;NA;NA
ENSG00000179051;1099.217707;-0.06244281;0.139609075;0.612255628;0.809770509;RCC2;55920
ENSG00000200361;0.83652776;0.022752914;0.308138981;0.612337579;NA;NA;NA
ENSG00000254101;0.656375882;-0.019507901;0.308737404;0.612448889;NA;LINC02055;107986980
ENSG00000179818;197.613176;0.065582622;0.149050204;0.612472581;0.809898787;PCBP1-AS1;400960
ENSG00000157322;5.398878181;0.052788971;0.293886981;0.612474059;0.809898787;CLEC18A;348174
ENSG00000105323;4512.947994;-0.035854041;0.076655702;0.612487646;0.809898787;HNRNPUL1;11100
ENSG00000142687;1925.978105;-0.046978776;0.099460128;0.612592052;0.809977322;KIAA0319L;79932
ENSG00000086205;0.832454534;0.023800062;0.308171401;0.612594013;NA;FOLH1;2346
ENSG00000243445;0.832454534;0.023800062;0.308171401;0.612594013;NA;NA;NA
ENSG00000230175;0.586196224;-0.019022059;0.308908634;0.612618398;NA;NA;NA
ENSG00000233121;0.586196224;-0.019022059;0.308908634;0.612618398;NA;NA;NA
ENSG00000213237;4.354019712;0.050177504;0.296178286;0.612645681;NA;NA;NA
ENSG00000197756;9965.513094;0.038628211;0.080556146;0.612655355;0.810001503;RPL37A;6168
ENSG00000172006;94.55042089;-0.074828349;0.185231055;0.612800361;0.810133693;ZNF554;115196
ENSG00000218350;16.47282077;0.0696178;0.27203687;0.612917677;0.810183692;NA;NA
ENSG00000163501;0.45123854;0.012898948;0.30923431;0.612919915;NA;IHH;3549
ENSG00000196946;0.45123854;0.012898948;0.30923431;0.612919915;NA;ZNF705A;440077
ENSG00000233677;0.45123854;0.012898948;0.30923431;0.612919915;NA;NA;NA
ENSG00000263065;0.45123854;0.012898948;0.30923431;0.612919915;NA;NA;NA
ENSG00000266927;0.45123854;0.012898948;0.30923431;0.612919915;NA;NA;NA
ENSG00000255306;8.822850605;0.05473294;0.290798965;0.612928231;0.810183692;NA;NA
ENSG00000134873;0.565493107;0.008455217;0.308811015;0.612978251;NA;CLDN10;9071
ENSG00000227646;0.565493107;0.008455217;0.308811015;0.612978251;NA;STEAP2-AS1;100874100
ENSG00000169242;11.09120583;-0.062947598;0.283925586;0.612991983;0.810194023;EFNA1;1942
ENSG00000146833;876.5039106;0.044743168;0.092615731;0.613026099;0.810194023;TRIM4;89122
ENSG00000208005;3.704195764;-0.044199779;0.298888681;0.613062428;NA;MIR503;574506
ENSG00000272795;0.886029859;-0.017287879;0.307596755;0.61314231;NA;NA;NA
ENSG00000146457;1254.024509;0.049223596;0.102875882;0.613147534;0.810260999;WTAP;9589
ENSG00000122550;741.0522717;-0.045660373;0.096369755;0.61318234;0.810260999;KLHL7;55975
ENSG00000107771;1212.772175;-0.04681327;0.098159224;0.613235748;0.810260999;CCSER2;54462
ENSG00000160606;39.16819958;-0.079676257;0.230419941;0.613256894;0.810260999;TLCD1;116238
ENSG00000225018;0.462451559;0.012978267;0.309219667;0.613293317;NA;NA;NA
ENSG00000230695;0.462451559;0.012978267;0.309219667;0.613293317;NA;NA;NA
ENSG00000235236;0.462451559;0.012978267;0.309219667;0.613293317;NA;NA;NA
ENSG00000261741;0.462451559;0.012978267;0.309219667;0.613293317;NA;FRG2KP;102724018
ENSG00000231010;2.659042066;0.039057413;0.301705127;0.613403269;NA;NA;NA
ENSG00000270228;3.682408873;0.04802834;0.297524635;0.61367018;NA;NA;NA
ENSG00000169682;15.51388428;-0.067396851;0.274447054;0.613673728;0.810752207;SPNS1;83985
ENSG00000249984;1.339395507;-0.023698365;0.30805716;0.613726261;NA;NA;NA
ENSG00000108452;0.602166888;-0.018865429;0.30884395;0.613789158;NA;NA;NA
ENSG00000238910;0.602166888;-0.018865429;0.30884395;0.613789158;NA;NA;NA
ENSG00000151062;29.49781453;-0.077502124;0.244616487;0.613850559;0.810897684;CACNA2D4;93589
ENSG00000143162;3254.892174;0.043810911;0.089725382;0.613873972;0.810897684;CREG1;8804
ENSG00000160959;382.4039153;-0.05990847;0.130544368;0.613967193;0.810898772;LRRC14;9684
ENSG00000260400;15.98554607;0.070672656;0.269795951;0.613977988;0.810898772;NA;NA
ENSG00000253864;9.934849896;0.058995869;0.286948329;0.614039174;0.810898772;NA;NA
ENSG00000115464;2915.316072;-0.039300205;0.080801895;0.614055056;0.810898772;USP34;9736
ENSG00000159173;0.467151719;0.016123669;0.308922928;0.614060383;NA;TNNI1;7135
ENSG00000166866;0.467151719;0.016123669;0.308922928;0.614060383;NA;MYO1A;4640
ENSG00000188828;0.467151719;0.016123669;0.308922928;0.614060383;NA;GLRA4;441509
ENSG00000255108;0.467151719;0.016123669;0.308922928;0.614060383;NA;NA;NA
ENSG00000257829;0.467151719;0.016123669;0.308922928;0.614060383;NA;NA;NA
ENSG00000248323;1.527674264;0.024380018;0.308043141;0.614086469;NA;LUCAT1;100505994
ENSG00000120952;1.952761643;0.011472343;0.309262853;0.614106524;NA;PRAMEF2;65122
ENSG00000248388;3.079041367;-0.03691072;0.301736056;0.614113931;NA;NA;NA
ENSG00000186451;0.631943195;-0.021381427;0.309015763;0.614120088;NA;SPATA12;353324
ENSG00000228113;0.631943195;-0.021381427;0.309015763;0.614120088;NA;NA;NA
ENSG00000250057;0.631943195;-0.021381427;0.309015763;0.614120088;NA;NA;NA
ENSG00000166707;22.84583436;0.0760056;0.254715213;0.614177745;0.810931005;ZCCHC18;644353
ENSG00000272091;96.08695843;-0.076540721;0.203201447;0.614213485;0.810931005;NA;NA
ENSG00000176454;380.0706636;-0.054216513;0.117284141;0.614230711;0.810931005;LPCAT4;254531
ENSG00000197050;103.7311311;0.071534504;0.168955592;0.614259731;0.810931005;ZNF420;147923
ENSG00000253193;2.042243855;-0.032622783;0.303721452;0.614271094;NA;NA;NA
ENSG00000100926;84.05551538;0.074063592;0.180084831;0.614337293;0.810973901;TM9SF1;10548
ENSG00000258323;0.573130075;0.01600073;0.308813606;0.614364824;NA;NA;NA
ENSG00000122870;3954.008127;-0.043860534;0.091405832;0.614402805;0.811000885;BICC1;80114
ENSG00000153561;467.134844;0.056286439;0.123040996;0.614517616;0.811092934;RMND5A;64795
ENSG00000273464;1.229938402;-0.020952544;0.307398198;0.614597562;NA;NA;NA
ENSG00000240373;3.691792512;-0.038098448;0.300729994;0.614876194;NA;NA;NA
ENSG00000187713;502.7890041;0.048721693;0.103444331;0.614912442;0.811483997;TMEM203;94107
ENSG00000118564;965.7448631;0.048792971;0.103709804;0.614927831;0.811483997;FBXL5;26234
ENSG00000205358;0.989945405;0.01536521;0.308863406;0.614972994;NA;MT1H;4496
ENSG00000225187;1.105438985;-0.017138845;0.307526359;0.615005702;NA;NA;NA
ENSG00000235286;1.105438985;-0.017138845;0.307526359;0.615005702;NA;NA;NA
ENSG00000258943;1.890597256;-0.028905345;0.304625024;0.615036346;NA;NA;NA
ENSG00000235363;35.26737666;0.079196677;0.225089453;0.615063803;0.811483997;NA;NA
ENSG00000228878;19.38607212;0.073291011;0.262457943;0.615092635;0.811483997;NA;NA
ENSG00000240634;1.099445295;0.024221204;0.307696429;0.615096775;NA;NA;NA
ENSG00000152240;270.2341054;-0.060325681;0.132091574;0.615105322;0.811483997;HAUS1;115106
ENSG00000263422;16.96600459;0.050285207;0.290809845;0.615150284;0.811483997;NA;NA
ENSG00000227850;9.988273118;-0.064209867;0.28066482;0.615172646;0.811483997;NA;NA
ENSG00000161714;2244.236841;-0.041085073;0.085174233;0.61517468;0.811483997;PLCD3;113026
ENSG00000236853;0.626762885;-0.019237264;0.308771974;0.615204632;NA;NA;NA
ENSG00000131795;579.8476423;0.048763033;0.102727036;0.615261912;0.811539572;NA;NA
ENSG00000139656;0.365246589;0.012775001;0.309221422;0.615283714;NA;SMIM2;79024
ENSG00000213307;0.365246589;0.012775001;0.309221422;0.615283714;NA;NA;NA
ENSG00000227933;0.365246589;0.012775001;0.309221422;0.615283714;NA;NA;NA
ENSG00000238161;0.365246589;0.012775001;0.309221422;0.615283714;NA;NA;NA
ENSG00000253832;0.365246589;0.012775001;0.309221422;0.615283714;NA;NA;NA
ENSG00000255474;0.365246589;0.012775001;0.309221422;0.615283714;NA;GAU1;101929549
ENSG00000229107;74.42620077;0.077203398;0.203662724;0.61531336;0.811547945;NA;NA
ENSG00000226434;0.856733701;-0.015149218;0.308431252;0.615338929;NA;NA;NA
ENSG00000234841;0.856733701;-0.015149218;0.308431252;0.615338929;NA;NA;NA
ENSG00000212124;3.045619965;0.041549053;0.300393998;0.615371452;NA;TAS2R19;259294
ENSG00000175879;5.275338221;-0.044038279;0.2990366;0.615532832;0.811769568;HOXD8;3234
ENSG00000119812;1022.154481;0.043372274;0.090352709;0.615571621;0.811769568;FAM98A;25940
ENSG00000249244;8.377049066;-0.058806748;0.287459128;0.615628029;0.811784461;NA;NA
ENSG00000188488;4.64690024;0.048730496;0.296656454;0.615676333;0.811788667;SERPINA5;5104
ENSG00000266718;3.371467313;0.042624247;0.299588086;0.61571261;NA;NA;NA
ENSG00000235044;0.884132703;-0.016157067;0.307692982;0.615726098;NA;NA;NA
ENSG00000255043;0.496928026;0.016269384;0.308718416;0.615734382;NA;NAV2-AS5;100874012
ENSG00000265462;0.496928026;0.016269384;0.308718416;0.615734382;NA;MIR3680-1;100500917
ENSG00000268230;20.51890194;0.075480615;0.256871219;0.615825328;0.811859063;NA;NA
ENSG00000179918;877.2384753;0.044770048;0.093498014;0.615848734;0.811859063;SEPHS2;22928
ENSG00000033100;2215.331122;0.043117142;0.093863261;0.615882538;0.811859063;CHPF2;54480
ENSG00000107537;724.4878582;0.046983954;0.098738995;0.615910196;0.811859063;PHYH;5264
ENSG00000228063;1.343482885;-0.031903554;0.305775787;0.615959563;NA;LYPLAL1-DT;643723
ENSG00000182574;1.350622677;-0.03248993;0.305739856;0.615962516;NA;NA;NA
ENSG00000146707;126.2944894;-0.068502007;0.160854251;0.615978809;0.81189003;POMZP3;22932
ENSG00000212725;0.625440655;-0.020776056;0.308956036;0.616004486;NA;KRTAP2-1;81872
ENSG00000270399;0.625440655;-0.020776056;0.308956036;0.616004486;NA;NA;NA
ENSG00000196976;160.2483101;-0.064896636;0.147717857;0.616085028;0.811970556;LAGE3;8270
ENSG00000224751;0.411309131;0.012087404;0.309172405;0.616094765;NA;NA;NA
ENSG00000234900;0.411309131;0.012087404;0.309172405;0.616094765;NA;NA;NA
ENSG00000203306;1.737267142;-0.027085298;0.306621447;0.616122776;NA;NA;NA
ENSG00000182013;216.5309974;-0.063299449;0.142826912;0.61616977;0.812017058;PNMA8A;55228
ENSG00000261766;4.484831887;0.046168312;0.297536462;0.616186723;NA;NA;NA
ENSG00000236654;0.806914763;0.021625058;0.308086403;0.616209196;NA;NA;NA
ENSG00000162482;10.10320726;-0.062508079;0.282404263;0.616210566;0.812017058;AKR7A3;22977
ENSG00000230943;1.392803938;-0.026518582;0.306974578;0.616280303;NA;LINC02541;101927686
ENSG00000236308;2.537325369;0.031871576;0.303556911;0.6163416;NA;NA;NA
ENSG00000154099;2.821973677;-0.0364583;0.301881911;0.616388542;NA;DNAAF1;123872
ENSG00000197385;5.565006578;0.051629054;0.293720757;0.616402497;0.812198191;ZNF860;344787
ENSG00000253954;32.47174856;-0.077364968;0.240252764;0.616508939;0.812198191;NA;NA
ENSG00000226800;9.742889078;0.062334664;0.284015371;0.616524321;0.812198191;CACTIN-AS1;404665
ENSG00000102805;859.5203622;-0.046614234;0.098468144;0.61652857;0.812198191;CLN5;1203
ENSG00000143851;1.196090137;-0.021883001;0.306798795;0.616654843;NA;PTPN7;5778
ENSG00000143363;283.013816;-0.060080898;0.134655816;0.616767447;0.812416116;PRUNE1;58497
ENSG00000171476;5.46662392;-0.049411625;0.295949498;0.616805078;0.812416116;HOPX;84525
ENSG00000113600;4.772630687;0.043701124;0.298052799;0.616845387;0.812416116;C9;735
ENSG00000180398;5509.783362;0.040459166;0.078128075;0.616874591;0.812416116;MCFD2;90411
ENSG00000260398;5.537534074;-0.048687793;0.295594219;0.616941075;0.812444211;NA;NA
ENSG00000237911;2.434937161;-0.031067599;0.30356512;0.616956394;NA;NA;NA
ENSG00000252448;1.553591415;-0.030029945;0.30539854;0.61701725;NA;NA;NA
ENSG00000162753;0.368313155;0.011997443;0.309162466;0.617048704;NA;SLC9C2;284525
ENSG00000225213;0.368313155;0.011997443;0.309162466;0.617048704;NA;NA;NA
ENSG00000231795;0.368313155;0.011997443;0.309162466;0.617048704;NA;NA;NA
ENSG00000238317;0.368313155;0.011997443;0.309162466;0.617048704;NA;SNORD11;692058
ENSG00000239223;0.368313155;0.011997443;0.309162466;0.617048704;NA;NA;NA
ENSG00000239524;0.368313155;0.011997443;0.309162466;0.617048704;NA;NA;NA
ENSG00000255647;0.368313155;0.011997443;0.309162466;0.617048704;NA;LOC731157;731157
ENSG00000258926;0.368313155;0.011997443;0.309162466;0.617048704;NA;NA;NA
ENSG00000270553;0.368313155;0.011997443;0.309162466;0.617048704;NA;NA;NA
ENSG00000273342;0.368313155;0.011997443;0.309162466;0.617048704;NA;NA;NA
ENSG00000204584;0.830527969;-0.02024697;0.30860735;0.617052417;NA;NA;NA
ENSG00000251535;0.83440855;-0.016576057;0.307645041;0.617074949;NA;NA;NA
ENSG00000259798;0.83440855;-0.016576057;0.307645041;0.617074949;NA;NA;NA
ENSG00000232686;1.389632247;0.012964421;0.3074264;0.617107401;NA;NA;NA
ENSG00000223431;0.705694053;0.010229759;0.30884999;0.617118402;NA;NA;NA
ENSG00000113716;982.7213588;0.043122744;0.09440671;0.617202238;0.812674508;HMGXB3;22993
ENSG00000235919;11.04687613;-0.06657238;0.277039748;0.617206281;0.812674508;ASH1L-AS1;645676
ENSG00000088827;2.821738093;-0.037759422;0.30160018;0.617220528;NA;SIGLEC1;6614
ENSG00000230650;3.132007064;-0.033682101;0.302402292;0.617312497;NA;NA;NA
ENSG00000267898;0.941788145;0.016608726;0.307508519;0.617331053;NA;NA;NA
ENSG00000105991;25.29722881;0.076168977;0.248047595;0.617347105;0.812677763;HOXA1;3198
ENSG00000229425;8.693595396;-0.059311688;0.286681998;0.617353715;0.812677763;LOC101927745;101927745
ENSG00000088986;2212.487971;-0.052431161;0.113085971;0.617384464;0.812677763;DYNLL1;8655
ENSG00000182578;4.436649232;0.049329695;0.295854056;0.617397561;NA;CSF1R;1436
ENSG00000231925;1933.288147;0.039626998;0.091038497;0.617461754;0.812677763;TAPBP;6892
ENSG00000130751;10.41549175;-0.059453353;0.284661401;0.617560555;0.812677763;NPAS1;4861
ENSG00000118007;1437.077715;-0.04305614;0.086140195;0.61757289;0.812677763;STAG1;10274
ENSG00000213526;3.105809831;0.043636442;0.299464683;0.617599738;NA;NA;NA
ENSG00000257354;12.78861241;0.067720432;0.275835401;0.617609008;0.812677763;NA;NA
ENSG00000203875;3014.862781;-0.038663001;0.090059316;0.617612555;0.812677763;SNHG5;387066
ENSG00000105376;70.72929575;0.078015873;0.218130476;0.617623497;0.812677763;ICAM5;7087
ENSG00000204011;0.404169338;0.011928298;0.309164132;0.617641409;NA;COL5A1-AS1;414316
ENSG00000219797;0.404169338;0.011928298;0.309164132;0.617641409;NA;NA;NA
ENSG00000253024;0.404169338;0.011928298;0.309164132;0.617641409;NA;NA;NA
ENSG00000254931;0.404169338;0.011928298;0.309164132;0.617641409;NA;NA;NA
ENSG00000259557;0.404169338;0.011928298;0.309164132;0.617641409;NA;NA;NA
ENSG00000268544;0.404169338;0.011928298;0.309164132;0.617641409;NA;NA;NA
ENSG00000268736;0.404169338;0.011928298;0.309164132;0.617641409;NA;NA;NA
ENSG00000259612;9.548892833;-0.06433281;0.280388242;0.617660392;0.812677763;NA;NA
ENSG00000175773;1.943005861;-0.029988904;0.304037532;0.617667067;NA;ZBTB44-DT;646383
ENSG00000242349;4.04844606;-0.047703242;0.296414435;0.617821951;NA;NA;NA
ENSG00000108272;41.79824119;-0.077654672;0.222230704;0.61783886;0.812848324;NA;NA
ENSG00000218890;3.325595629;-0.037897247;0.301249505;0.617877785;NA;NA;NA
ENSG00000184209;193.5569509;0.06011486;0.13496277;0.61788037;0.812848324;SNRNP35;11066
ENSG00000134369;3817.68831;0.054786959;0.116219874;0.617959407;0.81289287;NAV1;89796
ENSG00000231982;4.77632651;-0.04781812;0.296946325;0.6180075;0.812896708;NA;NA
ENSG00000269858;230.3678441;-0.069082632;0.165733166;0.618074669;0.812910278;EGLN2;112398
ENSG00000130826;480.5131369;0.053089187;0.113997221;0.618108171;0.812910278;DKC1;1736
ENSG00000186743;20.3395505;0.072303316;0.263001334;0.61821141;0.812952574;NA;NA
ENSG00000072778;3370.74748;-0.042874842;0.090065026;0.618230689;0.812952574;ACADVL;37
ENSG00000232411;2.461546544;0.035559993;0.302571433;0.618290588;NA;NA;NA
ENSG00000230068;0.828036327;-0.020862782;0.3086113;0.618418391;NA;NA;NA
ENSG00000167977;336.9461065;0.056128278;0.123401557;0.618433117;0.813145662;KCTD5;54442
ENSG00000259515;2.750501025;0.035985619;0.30185374;0.618466815;NA;NA;NA
ENSG00000225131;14.36620604;-0.069859382;0.270314287;0.618517776;0.813145662;NA;NA
ENSG00000235978;0.782956018;0.023035717;0.308188098;0.618559328;NA;NA;NA
ENSG00000165185;70.01852654;-0.075387128;0.195054279;0.618584368;0.813145662;KIAA1958;158405
ENSG00000107290;3089.282935;0.040890496;0.081764906;0.618601799;0.813145662;SETX;23064
ENSG00000263874;43.39089025;0.078001055;0.215750637;0.618603477;0.813145662;LINC00672;100505576
ENSG00000235546;0.978529192;-0.019017917;0.307665162;0.61873314;NA;NA;NA
ENSG00000141255;4.414408717;0.030593798;0.303228342;0.618747625;NA;SPATA22;84690
ENSG00000140181;2597.843822;-0.04947517;0.106624219;0.618804579;0.813350591;NA;NA
ENSG00000269929;4.185174036;0.047593457;0.297195359;0.618925276;NA;NA;NA
ENSG00000026103;1096.834909;-0.04644102;0.098574165;0.618931185;0.813405972;FAS;355
